2.88333333e-01 -1.90833333e-01
2.89166667e-01 -1.90833333e-01
2.90000000e-01 -1.90833333e-01
2.90833333e-01 -1.90833333e-01
2.91666667e-01 -1.90833333e-01
2.92500000e-01 -1.90833333e-01
2.93333333e-01 -1.90833333e-01
2.94166667e-01 -1.90833333e-01
2.95000000e-01 -1.90833333e-01
2.95833333e-01 -1.90833333e-01
2.96666667e-01 -1.90833333e-01
2.97500000e-01 -1.90833333e-01
2.98333333e-01 -1.90833333e-01
2.99166667e-01 -1.90833333e-01
3.00000000e-01 -1.90833333e-01
3.00833333e-01 -1.90833333e-01
3.01666667e-01 -1.90833333e-01
3.02500000e-01 -1.90833333e-01
3.03333333e-01 -1.90833333e-01
3.04166667e-01 -1.90833333e-01
3.05000000e-01 -1.90833333e-01
3.05833333e-01 -1.90833333e-01
3.06666667e-01 -1.90833333e-01
3.07500000e-01 -1.90833333e-01
3.08333333e-01 -1.90833333e-01
3.09166667e-01 -1.90833333e-01
3.10000000e-01 -1.90833333e-01
3.10833333e-01 -1.90833333e-01
3.11666667e-01 -1.90833333e-01
3.12500000e-01 -1.90833333e-01
3.13333333e-01 -1.90833333e-01
3.14166667e-01 -1.90833333e-01
3.15000000e-01 -1.90833333e-01
3.15833333e-01 -1.90833333e-01
3.16666667e-01 -1.90833333e-01
3.17500000e-01 -1.90833333e-01
3.18333333e-01 -1.90833333e-01
3.19166667e-01 -1.90833333e-01
3.20000000e-01 -1.90833333e-01
3.20833333e-01 -1.90833333e-01
3.21666667e-01 -1.90833333e-01
3.22500000e-01 -1.90833333e-01
3.23333333e-01 -1.90833333e-01
3.24166667e-01 -1.90833333e-01
3.25000000e-01 -1.90833333e-01
3.25833333e-01 -1.90833333e-01
3.26666667e-01 -1.90833333e-01
3.27500000e-01 -1.90833333e-01
3.28333333e-01 -1.90833333e-01
3.29166667e-01 -1.90833333e-01
3.30000000e-01 -1.90833333e-01
3.30833333e-01 -1.90833333e-01
3.31666667e-01 -1.90833333e-01
3.32500000e-01 -1.90833333e-01
3.33333333e-01 -1.90833333e-01
3.34166667e-01 -1.90833333e-01
3.35000000e-01 -1.90833333e-01
3.35833333e-01 -1.90833333e-01
3.36666667e-01 -1.90833333e-01
3.37500000e-01 -1.90833333e-01
3.38333333e-01 -1.90833333e-01
3.39166667e-01 -1.90833333e-01
3.40000000e-01 -1.90833333e-01
3.40833333e-01 -1.90833333e-01
3.41666667e-01 -1.90833333e-01
3.42500000e-01 -1.90833333e-01
3.43333333e-01 -1.90833333e-01
3.44166667e-01 -1.90833333e-01
3.45000000e-01 -1.90833333e-01
3.45833333e-01 -1.90833333e-01
3.46666667e-01 -1.90833333e-01
3.47500000e-01 -1.90833333e-01
3.48333333e-01 -1.90833333e-01
3.49166667e-01 -1.90833333e-01
3.50000000e-01 -1.90833333e-01
3.50833333e-01 -1.90833333e-01
3.51666667e-01 -1.90833333e-01
3.52500000e-01 -1.90833333e-01
3.53333333e-01 -1.90833333e-01
3.54166667e-01 -1.90833333e-01
3.55000000e-01 -1.90833333e-01
3.55833333e-01 -1.90833333e-01
3.56666667e-01 -1.90833333e-01
3.57500000e-01 -1.90833333e-01
3.58333333e-01 -1.90833333e-01
3.59166667e-01 -1.90833333e-01
3.60000000e-01 -1.90833333e-01
3.60833333e-01 -1.90833333e-01
3.61666667e-01 -1.90833333e-01
3.62500000e-01 -1.90833333e-01
3.63333333e-01 -1.90833333e-01
3.64166667e-01 -1.90833333e-01
3.65000000e-01 -1.90833333e-01
3.65833333e-01 -1.90833333e-01
3.66666667e-01 -1.90833333e-01
3.67500000e-01 -1.90833333e-01
3.68333333e-01 -1.90833333e-01
3.69166667e-01 -1.90833333e-01
3.70000000e-01 -1.90833333e-01
3.70833333e-01 -1.90833333e-01
3.71666667e-01 -1.90833333e-01
3.72500000e-01 -1.90833333e-01
3.73333333e-01 -1.90833333e-01
3.74166667e-01 -1.90833333e-01
3.75000000e-01 -1.90833333e-01
3.75833333e-01 -1.90833333e-01
3.76666667e-01 -1.90833333e-01
3.77500000e-01 -1.90833333e-01
3.78333333e-01 -1.90833333e-01
3.79166667e-01 -1.90833333e-01
3.80000000e-01 -1.90833333e-01
3.80833333e-01 -1.90833333e-01
3.81666667e-01 -1.90833333e-01
3.82500000e-01 -1.90833333e-01
3.83333333e-01 -1.90833333e-01
3.84166667e-01 -1.90833333e-01
3.85000000e-01 -1.90833333e-01
3.85833333e-01 -1.90833333e-01
3.86666667e-01 -1.90833333e-01
3.87500000e-01 -1.90833333e-01
3.88333333e-01 -1.90833333e-01
3.89166667e-01 -1.90833333e-01
3.90000000e-01 -1.90833333e-01
3.90833333e-01 -1.90833333e-01
3.91666667e-01 -1.90833333e-01
3.92500000e-01 -1.90833333e-01
3.93333333e-01 -1.90833333e-01
3.94166667e-01 -1.90833333e-01
3.95000000e-01 -1.90833333e-01
3.95833333e-01 -1.90833333e-01
3.96666667e-01 -1.90833333e-01
3.97500000e-01 -1.90833333e-01
3.98333333e-01 -1.90833333e-01
3.99166667e-01 -1.90833333e-01
4.00000000e-01 -1.90833333e-01
4.00833333e-01 -1.90833333e-01
4.01666667e-01 -1.90833333e-01
4.02500000e-01 -1.90833333e-01
4.03333333e-01 -1.90833333e-01
4.04166667e-01 -1.90833333e-01
4.05000000e-01 -1.90833333e-01
4.05833333e-01 -1.90833333e-01
4.06666667e-01 -1.90833333e-01
4.07500000e-01 -1.90833333e-01
